			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
rnd-1_family-273	LTR	Copia	27	0	0	0	42	0	0	0	0	61	1430	92	1559	1067	259	1438	2359	9573	23293	40466	62719	60969	71616	62463	67397	85871	89612	46892	23423	9159	6220	1093	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3502	LINE	LINE	27	0	0	136	104	564	0	2597	5621	3381	7227	4540	3128	5599	2357	2789	5169	1295	2463	2218	3293	5360	2493	148	1665	402	770	436	412	184	0	0	215	137	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1430	DNA	DNA	39	0	70	114	473	540	1258	3215	8210	12758	21681	20723	17028	11425	15167	15981	13860	15124	11148	11337	10154	7362	3210	2674	1065	1226	413	440	105	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-151	DNA	DNA	31	244	2740	4790	17088	17684	14996	12496	13449	11231	9992	8036	5367	4545	2619	2000	1311	680	529	296	159	45	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-882	Retro	Retro	0	0	0	0	0	277	3215	10625	3574	5235	7759	4977	6283	7813	9658	6861	4862	8459	3543	1755	4735	5598	7231	7664	2061	1841	1203	600	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-155	DNA	DNA	45	55	46	80	433	1110	2305	2329	2110	2674	1429	1172	857	936	1823	2299	2935	2123	849	353	731	461	469	387	148	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-702	LTR	LTR	0	0	0	6423	18619	9502	9112	21460	11540	5817	6331	456	388	195	0	231	49	586	1075	431	393	70	3426	1232	1911	2357	2622	4127	5394	8745	2779	6056	12145	9853	5266	2192	1063	281	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-803	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	117	117	2450	2337	6781	4860	2623	2390	1086	1396	1636	364	245	2031	2841	823	1453	981	284	259	0	0	73	73	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-407	LINE	LINE	35	0	0	0	75	1101	595	1680	2020	6820	6376	4400	1584	1169	1107	3127	1894	2793	2502	955	556	965	986	433	189	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-2818	LINE	LINE	0	0	0	33	74	241	445	3423	7660	8041	4512	4779	5511	3451	3885	5123	5186	3016	2924	4084	2812	3154	2040	1957	1464	989	937	353	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-655	Retro	Retro	0	362	2092	1321	651	38	355	38	151	108	93	74	458	774	353	342	254	333	352	578	815	978	2347	1186	1286	1477	727	886	1079	445	174	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-116	LTR	LTR	166	563	1247	534	1488	11455	14831	18682	7370	12037	12075	7454	6556	3300	6275	9298	2304	2860	309	15	698	0	0	191	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1254	LTR	Copia	128	362	5679	39471	60038	28714	26026	20954	19395	20212	9143	2990	5116	3088	7424	7411	3477	5855	6195	2215	2726	4557	3790	1980	2517	2534	2689	2697	2189	455	826	541	355	0	291	320	0	99	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1148	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	60	190	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-581	LTR	LTR	0	0	0	0	212	100	400	954	1601	3175	5194	9113	10109	11678	13506	13708	10598	11874	8897	7708	4956	3964	2595	1775	711	882	156	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-405	DNA	hAT-Ac	0	0	165	0	0	731	682	701	1297	1382	1359	2216	1474	2101	1960	1269	1158	1434	638	1048	677	277	670	967	954	231	186	0	125	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-7176	DNA	DNA	0	0	0	0	538	0	514	368	156	0	0	0	0	20	206	0	106	0	244	393	425	495	182	232	186	28	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-970	DNA	DNA	0	0	0	0	102	0	151	77	276	202	245	17	414	294	423	784	49	112	0	0	50	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3847	LTR	LTR	0	171	688	1817	571	1476	2567	1538	1859	1518	5098	6402	8267	4577	3050	4057	3237	2790	894	1917	817	320	980	381	418	971	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-770	LTR	LTR	38	109	81	0	1462	1806	835	585	581	222	502	412	185	428	889	1420	1343	610	760	2090	1202	789	554	988	855	1142	0	458	357	162	178	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-800	LTR	LTR	0	0	0	0	191	556	574	3921	4302	2382	2032	1780	3507	3039	3063	1755	2407	1637	721	1400	782	926	847	849	738	362	280	232	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-234	Unknown	Unknown	43	0	150	0	204	352	2248	1834	4571	5107	3632	3405	667	863	77	174	194	264	0	0	671	348	134	114	157	1286	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-890	LTR	LTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	546	548	641	0	0	0	0	72	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1514	Retro	Retro	0	0	0	0	0	0	0	0	0	0	40	0	0	1237	0	194	1389	2014	801	142	4117	4183	6270	7047	5280	3348	7121	2560	2175	3275	3691	247	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-511	LTR	LTR	0	0	0	0	63	0	323	590	4198	6866	6915	12614	14443	12054	5831	6400	1227	1475	1764	2865	1210	587	255	85	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-944	SINE	SINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	531	1507	3018	2263	2502	2093	2313	2074	1448	389	150	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1903	LINE	RTE-BovB	137	56	614	668	1726	3929	6048	8932	8949	11635	14640	19134	25841	25470	25798	19346	27203	18404	18437	15591	16146	15764	13793	13578	14551	9700	9895	4916	3851	1133	1332	743	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1108	LTR	LTR	0	113	71	429	368	673	750	742	707	796	735	803	580	322	650	862	550	291	258	288	84	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-774	Retro	Retro	0	0	0	0	0	0	0	89	75	0	0	239	870	253	226	0	0	296	608	838	797	103	406	752	1274	0	1013	2616	611	719	372	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-6095	DNA	DNA	0	0	0	0	0	0	0	0	0	0	3508	0	2547	0	0	0	1507	0	104	112	313	392	1260	0	288	697	889	2357	3600	210	943	2504	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-509	LTR	LTR	0	0	0	0	0	0	0	0	0	0	104	0	0	0	61	0	0	0	0	0	0	84	0	106	238	214	165	164	46	214	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-96	Unknown	Unknown	265	1635	2289	5030	6728	5186	2895	2528	1259	823	104	198	140	654	398	80	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-94	Retro	Retro	0	0	0	0	0	0	0	0	0	43	125	210	94	186	1613	1823	1440	3246	2375	6143	5934	10715	11119	10257	14644	20094	14945	24896	19354	10924	8229	5818	2715	620	716	0	477	191	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-65	LTR	Gypsy	93	659	1267	803	436	146	669	0	342	432	540	70	50	202	31	394	0	0	0	0	0	0	0	20	0	188	14	0	101	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1080	LTR	LTR	0	0	0	0	0	0	381	156	837	743	1316	539	109	299	411	181	173	354	708	472	1336	1171	1231	1033	161	420	133	0	6	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-5500	LINE	LINE	1011	8547	1908	974	846	2674	155	39	2360	0	514	236	226	138	389	932	0	80	75	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2437	LTR	LTR	0	0	0	0	79	213	0	1882	2099	1850	1214	1788	921	577	127	0	212	327	166	312	0	150	130	387	0	128	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1174	Retro	Retro	0	0	0	0	0	0	250	0	0	0	500	0	0	245	250	0	0	80	699	696	1242	1850	1942	2482	4092	2702	3297	2773	2825	1853	1482	224	173	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-540	LTR	LTR	0	0	0	0	0	0	0	0	0	93	0	0	59	0	157	226	15	47	210	274	503	558	565	240	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1673	LTR	LTR	34	0	0	121	214	330	465	872	1389	2124	2152	4436	3447	3435	4167	2263	3296	2069	2733	2336	1537	344	221	92	173	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-629	LTR	LTR	0	0	818	2690	5721	4964	3265	2767	869	1238	90	1210	937	1250	1727	4355	2860	1767	2530	868	1294	742	861	382	278	87	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2589	Retro	Retro	0	0	83	506	62	525	360	1653	1863	3407	4428	4921	6017	6789	5443	7993	7232	9265	10835	9878	7725	6670	6752	4602	1774	1801	1219	1028	340	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1138	DNA	DNA	33	0	37	190	184	1010	1761	1904	4170	2992	2185	920	569	0	231	1444	1247	210	0	432	208	454	335	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-4005	LINE	LINE	0	0	0	0	0	311	0	382	1347	2420	1056	700	1989	1700	1089	766	251	99	448	489	0	0	0	0	247	0	0	87	88	0	88	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-297	LTR	Gypsy	0	2354	1271	2733	7792	8031	17532	8825	20377	32459	34214	47292	11852	3097	2487	3375	713	1602	873	2897	379	1372	555	13	323	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-644	DNA	DNA	0	0	200	0	421	72	331	453	368	584	532	530	766	573	468	413	326	292	432	174	210	277	53	141	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-9166	LINE	LINE	0	0	0	0	0	36	0	0	0	46	0	76	231	491	498	740	1086	1421	961	1276	2278	2589	1689	2304	2835	2423	1295	1091	957	779	16	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-42	DNA	CMC-EnSpm	115	107	287	2255	6587	15900	21403	17257	21958	14979	13913	11352	11330	17113	13984	11997	7083	5891	4426	3104	4179	2100	1615	2026	1043	1841	1298	1164	878	774	533	299	112	192	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-10	DNA	hAT-Ac	0	75	0	57	1140	2785	8187	6557	9382	14123	12888	14820	13009	16358	22651	18017	21725	20644	22544	25583	22137	25908	19580	21187	16233	14320	12335	10612	9148	6805	2798	2342	2594	645	218	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-620	Unknown	Unknown	76	105	0	511	534	19	556	249	122	289	57	226	690	268	290	24	96	36	144	61	12	73	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-1718	DNA	DNA	1803	5829	10685	10026	8559	7902	5890	4439	3159	1576	1469	633	891	590	479	258	173	268	62	0	235	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-215	LTR	Copia	176	65	235	89	413	825	1224	2380	2904	4373	8510	8411	9323	14079	12805	17392	16828	25142	16544	25173	19428	20917	19618	13540	14034	13561	10449	6356	6889	5119	2802	2405	1684	914	331	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-738	LTR	LTR	0	0	0	0	63	0	80	207	243	189	331	35	353	449	532	721	174	158	304	169	132	0	258	88	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-794	LTR	Copia	0	0	0	0	0	0	0	0	134	177	8	344	356	0	0	0	0	0	0	0	0	413	203	293	74	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-969	DNA	DNA	25	0	403	1530	1205	2055	1123	1372	909	486	537	633	366	101	495	388	176	146	181	153	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-357	LTR	Copia	0	1134	1679	584	2790	398	646	0	1075	486	0	42	578	0	135	302	1202	360	1198	1789	486	1358	1818	770	1269	870	0	0	392	218	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-805	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	1016	2034	3239	3395	1738	1273	672	1326	337	0	159	591	894	557	1775	1635	1253	12	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1121	LINE	LINE	0	0	98	340	325	679	340	1358	1460	624	1644	2823	1700	1808	856	772	409	288	107	314	358	0	248	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-402	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-5392	DNA	DNA	0	0	0	0	0	0	0	0	0	0	243	311	131	0	70	1016	1331	749	1091	555	235	1143	490	566	670	781	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-37	LINE	RTE-BovB	0	0	371	128	520	1320	2192	2341	4117	6220	4897	5825	5733	8375	6609	7867	6861	6347	5429	6365	4350	5835	4949	4040	2215	2701	2313	1502	2091	1439	371	809	607	164	245	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1450	Retro	Retro	0	0	0	0	0	0	400	462	2880	1604	2948	1203	1402	1311	495	1289	340	761	507	0	310	267	342	0	0	122	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-31	DNA	DNA	0	0	36	174	0	55	105	796	1429	923	3642	5067	10641	15044	17707	20250	20868	20189	14590	11722	9208	5785	3983	1549	1906	1522	731	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2478	LTR	LTR	0	0	180	658	4176	5755	22014	7223	5017	5247	8355	11827	11847	19999	2723	5174	7047	831	1781	752	343	84	300	828	248	489	195	88	240	335	383	394	706	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-1106	SINE?	SINE?	0	0	0	0	0	74	0	0	295	148	989	372	492	1642	196	1819	448	252	431	590	2103	1514	282	132	73	133	201	0	0	148	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-3678	LINE	LINE	0	79	181	404	547	1407	1601	1548	1604	1699	2512	1298	1819	945	895	871	619	514	737	216	226	217	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-1285	LINE	LINE	0	0	0	0	0	54	32	259	182	383	375	716	979	511	926	1226	530	1461	747	834	1245	1266	542	373	345	34	108	0	337	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-371	DNA	DNA	0	0	0	116	0	188	814	1244	959	3608	3691	6723	8102	10018	10899	12645	14386	15232	17822	17296	14115	19610	15772	12447	13611	9380	7758	4786	1875	690	195	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-306	LTR	Gypsy	0	0	0	0	0	0	0	0	422	1200	1912	1563	885	2228	1234	904	843	1355	1343	1120	1369	919	554	324	462	316	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-107	DNA	TcMar-Stowaway	56	2740	9562	36480	65625	54623	69272	52232	34438	36093	25092	20912	16931	9172	7364	4694	4057	3638	3171	2416	4002	3010	3898	6710	6055	4822	3151	2268	1566	961	630	72	178	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-453	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-773	LTR	Copia	0	0	0	0	0	0	43	0	0	0	0	0	0	53	312	568	815	995	297	1093	1124	874	291	320	409	292	205	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-949	DNA	DNA	0	0	0	0	0	0	0	225	896	392	566	566	464	669	248	229	426	654	1207	1361	882	856	635	182	29	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-633	LTR	LTR	0	0	0	0	0	97	97	97	127	194	505	746	817	1179	1332	1239	2499	1648	744	349	470	240	188	48	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-135	Retro	Retro	31	165	446	597	1232	5241	5670	9810	11561	10173	5911	4403	1991	553	444	1049	605	342	509	445	340	949	1364	765	1115	1039	350	111	51	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-3_family-717	LTR	LTR	0	0	80	0	0	748	1384	3549	7207	10767	11875	17410	18700	16845	14913	14673	11297	12081	12684	9692	17586	16504	18387	14629	8980	9133	4628	3622	1737	533	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-737	LTR	LTR	0	0	169	401	845	954	790	512	670	1336	1203	937	495	860	703	331	916	623	1265	763	1130	1333	1057	1198	841	743	1100	893	449	697	546	136	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-27	DNA	DNA	0	0	0	0	173	4246	5950	1761	3968	7218	10403	19830	25126	21559	15948	5930	8804	2631	2530	299	73	728	23	199	32	255	0	24	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-188	DNA	DNA	0	0	0	173	1139	2068	5031	6992	7629	5211	5011	4926	4344	4882	6356	5655	7847	7379	6999	4059	4723	3693	2860	2850	1648	324	575	332	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-689	LINE	LINE	0	0	0	0	0	0	0	0	0	166	0	0	0	0	122	0	722	551	798	477	1184	1450	2615	5256	3613	6432	6535	5711	5840	4072	2284	933	251	448	223	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-445	DNA	DNA	0	0	0	0	0	0	0	0	614	1245	2841	3593	4238	4315	7130	6473	4711	4125	3759	3075	2580	2563	1448	1736	568	33	566	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-832	DNA	hAT-hATm	0	0	0	0	0	0	0	0	0	0	0	0	470	644	596	0	0	0	45	129	120	126	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-475	LTR	LTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-401	DNA	DNA	57	57	0	107	252	1374	5007	6801	9467	11241	11226	11431	7838	7008	5845	5342	4100	5011	3996	4163	4513	2476	3801	2630	1689	1135	750	851	93	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-464	LINE	LINE	0	0	370	137	373	598	534	3557	4485	3898	5662	6281	5624	2399	2539	1395	2399	852	1269	471	940	176	13	37	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-426	DNA	DNA	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	160	121	176	498	479	533	346	145	73	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-471	LINE	LINE	0	0	0	0	0	0	0	0	0	65	284	595	2347	1516	1367	1337	1429	1905	1962	2140	2588	3737	11338	13570	10577	7307	6424	4424	1482	520	106	357	173	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-454	LTR	LTR	0	0	0	0	0	0	47	0	0	0	0	0	752	1332	2550	11248	13626	14854	35345	43563	21525	28924	25401	26203	35776	28824	23596	11595	13960	9827	3082	2701	574	0	0	346	58	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-376	DNA	DNA	743	4355	8512	10412	8428	6772	4018	1824	817	930	394	561	248	990	673	299	1228	616	1061	990	633	258	63	113	0	211	271	0	168	0	0	0	13	0	93	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-372	DNA	DNA	0	0	0	0	0	0	31	0	0	0	0	12	0	0	0	0	60	0	0	0	0	53	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-4_family-1001	LINE	L1	0	0	0	56	0	0	0	0	0	0	0	0	0	1260	0	690	97	0	404	88	1934	2848	2517	2702	5324	12112	23423	18153	9624	7665	2953	2447	220	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-990	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	746	2928	3629	7418	3936	4753	4766	2668	4017	3287	1525	4285	1564	1307	2630	3094	2872	2170	619	561	77	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-271	DNA	DNA	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-3196	LTR	Gypsy	0	0	0	0	0	0	0	735	1015	1534	0	0	161	345	0	365	0	233	160	164	375	305	714	169	747	696	1161	386	982	254	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-700	LTR	Copia	142	0	0	0	4666	541	932	1159	1167	0	0	0	0	0	0	0	1686	6411	0	1075	150	193	114	1129	1899	1842	4642	4852	12418	10139	8414	5934	1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-6598	LINE	LINE	34	0	213	102	71	631	931	1911	2301	1713	2466	4543	2664	1939	1674	2169	2284	877	1630	1484	1510	229	41	106	557	0	0	101	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-511	LTR	Gypsy	0	0	154	0	2706	10129	13117	9063	2314	95	1025	500	2584	1822	4254	0	1135	3754	1672	3837	3503	3438	1929	2123	4420	2092	1684	1378	2386	1008	1465	931	2474	2108	515	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-205	Unknown	Unknown	0	0	0	0	0	0	0	39	174	359	1235	1009	2211	1853	2435	3330	4119	2924	3597	3710	2347	2459	2783	1579	2092	2818	2593	865	1652	831	807	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2371	DNA	PIF-Harbinger	1767	8768	3356	11478	2737	2105	2224	517	126	678	132	63	685	1334	626	429	117	284	626	351	80	407	458	78	742	2029	1163	1897	1253	3386	5681	3213	1369	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-145	DNA	DNA	0	0	0	0	211	933	890	2347	2016	1988	2904	3549	3491	4273	4183	3600	3018	3268	3505	3065	3191	2728	2221	1980	2041	965	663	793	684	233	388	89	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-5_family-36	LTR	Copia	30	0	295	12351	39557	21902	29504	47876	32604	19193	21438	8703	11305	14679	13122	8031	1618	5689	7130	4312	2965	2493	4851	4694	3849	6282	2512	2127	1453	500	379	0	187	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-1_family-483	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	135	0	0	108	0	0	21	0	0	0	0	0	0	0	0	22	0	19	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-2320	DNA	hAT-Ac	105	505	1458	7182	8969	7255	4549	1732	1764	2078	2410	2121	1902	1493	1965	699	1410	1154	214	456	628	529	105	277	63	64	4	0	140	388	0	14	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-1092	LTR	Gypsy	0	219	0	327	324	0	0	0	0	0	86	0	1255	2116	305	0	535	152	1459	6078	9909	8357	13273	15746	14066	7310	5017	1246	1008	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnd-6_family-7588	LTR	LTR	0	0	0	0	2083	11296	3547	4068	397	2435	0	373	394	6013	708	0	1102	88	65	105	87	885	218	0	3434	2002	3745	6558	5910	8218	6310	19908	10673	15443	385	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
