#Rname	Rclass	Rfam	Rlen	FRG_NB_all	FRG_NB_Reconstructed_repeats	LEN_MASKED_NR	AVG_%DIV	MED_%DIV	AVG_%DEL	MED_%DEL	AVG_%INS	MED_%INS	AVG_LEN_MASKED	%_GENOME

rnd-1_family-97	LTR	LTR	nd	1326	1326	303323	10.9398273787327	nd	2.54636489814657	nd	3.32653837658294	nd	0.00169379816118507	nd
rnd-1_family-632	LTR	Gypsy	nd	9	9	735	12.4417142857144	nd	1.36072108843538	nd	1.95478911564627	nd	4.10434305499756e-06	nd
rnd-5_family-839	LINE	L1	nd	323	323	100015	25.1704983252521	nd	2.63052252162143	nd	3.46297765335287	nd	0.000558497783191267	nd
rnd-1_family-1116	LTR	Copia	nd	209	209	73536	6.18921358246317	nd	1.22162464643179	nd	1.449722312881	nd	0.000410635334547348	nd
rnd-1_family-926	LTR	Copia	nd	46	46	8596	11.861001628664	nd	0.482887389483466	nd	0.784421824104148	nd	4.80012692527334e-05	nd
rnd-1_family-804	DNA	DNA	nd	84	84	9845	21.8805860843067	nd	0.18276383951244	nd	0.756001015744068	nd	5.49758603761238e-05	nd
rnd-6_family-526	DNA	hAT-Ac	nd	165	165	108613	13.6526265732534	nd	2.60580878900276	nd	0.939881229687181	nd	0.000606510220724422	nd
rnd-5_family-3382	LTR	Caulimovirus	nd	146	146	120972	9.41140239063337	nd	1.13301243262864	nd	0.900531610620646	nd	0.000675524609590701	nd
rnd-5_family-119	DNA	DNA	nd	2288	2288	261417	19.3375432737656	nd	6.55844551042779	nd	4.2287527207496	nd	0.00145978918150789	nd
rnd-6_family-342	LINE	LINE	nd	99	99	30662	12.1475008153414	nd	2.12541191050811	nd	1.98104461548467	nd	0.000171220907146034	nd
rnd-5_family-77	Unknown	Unknown	nd	293	293	45737	16.3980291667568	nd	3.45902966963315	nd	3.4592585871394	nd	0.000255401820825066	nd
rnd-1_family-129	LTR	LTR	nd	154	154	15553	14.7628187487947	nd	3.11449430977915	nd	4.71408795730716	nd	8.68501326998327e-05	nd
rnd-1_family-562	LTR	LTR	nd	20	20	2105	19.8567458432299	nd	4.75605700712581	nd	5.01766745843245	nd	1.17546151439046e-05	nd
rnd-4_family-1274	DNA	DNA	nd	396	396	39067	15.3116251567819	nd	3.88304835283005	nd	6.15571838124267	nd	0.000218155605618489	nd
rnd-6_family-1784	LINE	LINE	nd	405	405	69907	17.1664607263927	nd	3.82930593502806	nd	6.82677371364812	nd	0.000390370489722061	nd
rnd-4_family-667	LINE	L1	nd	380	380	116906	25.1542474295642	nd	3.67398841804656	nd	1.82663832480851	nd	0.000652819495493258	nd
rnd-1_family-305	LINE	L1	nd	753	753	195369	22.0012418039714	nd	2.37532167334633	nd	3.24117613336896	nd	0.00109096788885962	nd
rnd-1_family-16	DNA	DNA	nd	327	327	266687	9.48966582548731	nd	2.42451454326522	nd	1.92771957388415	nd	0.00148921760041923	nd
rnd-1_family-655	Retro	Retro	nd	189	189	20477	17.8595912487184	nd	2.00808809884278	nd	2.92165844606135	nd	0.000114346439098211	nd
rnd-1_family-358	SINE	SINE	nd	369	369	36234	15.0392702986149	nd	1.88435005795619	nd	0.889207926257164	nd	0.000202335736401063	nd
rnd-1_family-780	DNA	hAT-Tag1	nd	83	83	11991	19.1053448419656	nd	5.44409807355512	nd	2.5743365857727	nd	6.69594252686745e-05	nd
rnd-1_family-262	LTR	Copia	nd	328	328	411286	6.55273067889525	nd	1.50324756981746	nd	0.718824978237657	nd	0.00229667869077242	nd
rnd-1_family-4	DNA	TcMar-Stowaway	nd	1260	1260	182701	13.5227522016837	nd	2.11738917685081	nd	1.8722181049913	nd	0.00102022800066818	nd
rnd-5_family-4762	LTR	Copia	nd	159	159	137131	21.3639450598278	nd	2.84821367889141	nd	3.54683791411091	nd	0.000765758731258327	nd
rnd-1_family-295	LTR	Gypsy	nd	395	395	320452	22.6456527654584	nd	1.81706835968996	nd	1.68326423302014	nd	0.00178944889885725	nd
rnd-5_family-3342	DNA	hAT-Tip100	nd	101	101	22983	11.9045581516769	nd	3.37234825740797	nd	2.66924683461696	nd	0.000128340294466679	nd
rnd-1_family-215	LTR	Copia	nd	358	358	288356	13.1090895975866	nd	2.07982240702398	nd	1.33426074019616	nd	0.00161022033464881	nd
rnd-5_family-875	DNA	DNA	nd	375	375	44678	17.889168718385	nd	5.61562558753774	nd	3.51730583284836	nd	0.000249488216341743	nd
rnd-6_family-1857	LINE	LINE	nd	1214	1214	235715	9.78431975054488	nd	1.46755344377699	nd	1.51052279235431	nd	0.00131626560980782	nd
rnd-1_family-1079	Unknown	Unknown	nd	99	99	36018	13.6036937087011	nd	1.33331834082961	nd	1.32847881614755	nd	0.000201129562115513	nd
rnd-1_family-456	LINE	LINE	nd	18	18	1789	32.987221911682	nd	1.66553940749021	nd	2.20842929010618	nd	9.99002683726617e-06	nd
rnd-6_family-7811	DNA	DNA	nd	123	123	11951	17.6281064346075	nd	3.64769726382735	nd	2.87183833988795	nd	6.67360596602392e-05	nd
rnd-1_family-839	DNA	DNA	nd	164	164	14868	15.5624663707297	nd	1.82294525154701	nd	1.86978140973907	nd	8.30249966553792e-05	nd
rnd-6_family-82	DNA	DNA	nd	2921	2921	408482	17.6261156427841	nd	2.66451535196054	nd	3.01352600604246	nd	0.00228102076162111	nd
rnd-1_family-314	LTR	Copia	nd	306	306	193207	13.2317253515672	nd	0.860336737281717	nd	0.827312260942529	nd	0.00107889497772369	nd
rnd-1_family-954	LTR	Gypsy	nd	131	131	34289	17.4496275773574	nd	0.820715973052462	nd	5.36854501443632	nd	0.0001914745836909	nd
rnd-1_family-608	Retro	Retro	nd	70	70	7917	13.7488581533406	nd	2.0846305418719	nd	5.67009220664363	nd	4.42096380495451e-05	nd
rnd-1_family-901	LTR	LTR	nd	3	3	154	16.705064935065	nd	0	nd	2.67532467532468	nd	8.59957592475679e-07	nd
rnd-1_family-315	DNA	PIF-Harbinger	nd	444	444	104597	15.6056465290569	nd	4.21457345813071	nd	5.25855263535292	nd	0.000584084313637524	nd
rnd-1_family-165	DNA	DNA	nd	43	43	4969	10.4224290601734	nd	1.65977460253567	nd	0.582871805192195	nd	2.77475927078679e-05	nd
rnd-1_family-286	LTR	Copia	nd	439	439	315652	6.85675560427921	nd	1.10942506304483	nd	0.696999322038815	nd	0.00176264502584502	nd
rnd-5_family-984	LTR	LTR	nd	120	120	12243	12.4514645103328	nd	2.54522502654574	nd	1.78569141550279	nd	6.83666286018165e-05	nd
rnd-5_family-3041	DNA	hAT-Ac	nd	261	261	47018	19.950758220259	nd	7.08059190097397	nd	6.35610298183746	nd	0.000262555104435204	nd
rnd-1_family-580	LTR	Copia	nd	170	170	21022	15.0516996479883	nd	3.5016715821517	nd	3.12465940443355	nd	0.000117389795513141	nd
rnd-1_family-732	LTR	LTR	nd	224	224	68297	13.0357845879013	nd	2.28274829055445	nd	1.48518485438552	nd	0.000381380023982542	nd
rnd-1_family-478	LTR	Copia	nd	131	131	66578	21.4859126137766	nd	4.82371338880752	nd	4.23451455435882	nd	0.000371780886960038	nd
rnd-5_family-6571	Retro	Retro	nd	114	114	39657	18.4932768489787	nd	4.53136041556277	nd	4.31178203091538	nd	0.000221450248342909	nd
rnd-1_family-894	DNA	CMC-EnSpm	nd	130	130	21823	17.7223965540934	nd	2.4644595151904	nd	3.36298492416233	nd	0.000121862691822057	nd
rnd-1_family-123	DNA	DNA	nd	39	39	4593	17.591484868277	nd	3.79315044633127	nd	5.08661223601101	nd	2.56479559885766e-05	nd
rnd-5_family-25	DNA	hAT-Ac	nd	575	575	202833	8.09725725104209	nd	4.62842565065889	nd	3.87275083443026	nd	0.00113264791139363	nd
rnd-6_family-734	Retro	Retro	nd	98	98	17347	19.4781259007325	nd	3.94177725255114	nd	8.46323744739792	nd	9.68680802381533e-05	nd
rnd-1_family-480	LTR	Copia	nd	181	181	111883	21.8553277084116	nd	3.64411027591379	nd	4.36371897428563	nd	0.000624770359214003	nd
rnd-5_family-22	RC	Helitron	nd	569	569	441514	19.2538087353831	nd	5.8595902055204	nd	4.47466811924859	nd	0.00246547608106693	nd
rnd-1_family-1002	LINE	LINE	nd	18	18	1975	20.1661518987337	nd	6.14276455696195	nd	3.70407088607601	nd	1.102867691649e-05	nd
rnd-4_family-366	LINE	L1	nd	306	306	176795	26.5998163409708	nd	2.66862213297901	nd	2.49514024717988	nd	0.000987248068582712	nd
rnd-2_family-200	Retro	Retro	nd	304	304	63837	10.0320068298951	nd	2.16243933768799	nd	1.29387283236998	nd	0.000356474758642013	nd
rnd-4_family-38	LTR	LTR	nd	812	812	959575	13.9989871766055	nd	1.72235209337577	nd	2.20143074798544	nd	0.00535840134285617	nd
rnd-1_family-975	Retro	Retro	nd	276	276	45934	18.0527430661374	nd	0.743704227805089	nd	2.41354051465144	nd	0.000256501896446609	nd
rnd-1_family-841	DNA	DNA	nd	31	31	1877	13.8993553542886	nd	3.05887053809275	nd	1.20033564198188	nd	1.04814311758237e-05	nd
rnd-1_family-875	DNA	DNA	nd	72	72	18615	13.0001557883415	nd	2.95985603008307	nd	2.42157077625551	nd	0.00010394877002555	nd
rnd-1_family-223	LTR	LTR	nd	338	338	96553	11.1093073234397	nd	6.8609036487736	nd	2.69470239143346	nd	0.000539165489781196	nd
rnd-5_family-4846	DNA	DNA	nd	555	555	66093	17.4122807256426	nd	4.77335088435865	nd	3.85426777419611	nd	0.00036907257895776	nd
rnd-5_family-1621	LTR	Copia	nd	112	112	105809	6.48259855022109	nd	1.02662202648122	nd	0.883569545123872	nd	0.000590852291573111	nd
rnd-4_family-715	Unknown	Unknown	nd	398	398	66935	16.0401257936776	nd	8.31128079480156	nd	8.07355135579452	nd	0.000373774425015322	nd
rnd-5_family-1031	LTR	Gypsy	nd	170	170	163429	6.59277576194906	nd	1.25297021948302	nd	0.615582546548809	nd	0.000912610450524077	nd
rnd-6_family-5282	LTR	LTR	nd	118	118	23094	15.0692941889676	nd	3.40539837187152	nd	3.95372304494692	nd	0.000128960134030087	nd
rnd-1_family-144	DNA	DNA	nd	762	762	172613	15.3450249981192	nd	3.81190113143295	nd	3.87783173920887	nd	0.000963895194220808	nd
rnd-1_family-747	LTR	LTR	nd	202	202	34347	13.4537942178357	nd	2.9829283489098	nd	4.66552042390981	nd	0.000191798463823131	nd
rnd-5_family-1027	DNA	MULE-MuDR	nd	402	402	213901	15.5966024469183	nd	2.09594733077498	nd	1.53662465346099	nd	0.00119445317524766	nd
rnd-1_family-155	DNA	DNA	nd	301	301	28254	12.6089537764569	nd	4.63535180859332	nd	6.60725207050267	nd	0.000157774297518233	nd
rnd-4_family-1	LTR	Copia	nd	2994	2994	718062	8.44764748727136	nd	3.36650247471597	nd	2.99020191849536	nd	0.00400975888810566	nd
rnd-1_family-443	DNA	DNA	nd	580	580	46983	11.8136164144483	nd	4.80565991954534	nd	1.58111338143576	nd	0.000262359659527824	nd
rnd-1_family-638	LTR	Copia	nd	464	464	109917	12.7068993877184	nd	2.50939081306903	nd	1.83918656804696	nd	0.000613791939559411	nd
rnd-5_family-2566	LTR	Gypsy	nd	209	209	99908	14.4172760939993	nd	1.789704027705	nd	1.77105116707363	nd	0.000557900280188702	nd
rnd-3_family-225	Retro	Retro	nd	715	715	84244	18.1050696785527	nd	3.66941147144014	nd	2.27852464270427	nd	0.000470430307925462	nd
rnd-5_family-3502	LINE	LINE	nd	269	269	65401	15.2730498004673	nd	3.21226128040874	nd	2.83292503172856	nd	0.000365208353931831	nd
rnd-1_family-999	LTR	Copia	nd	113	113	32659	9.67031629872338	nd	0.818814721822505	nd	1.47061422578738	nd	0.000182372435147164	nd
rnd-5_family-3862	LTR	Copia	nd	276	276	193926	23.3868492105457	nd	1.80354305250507	nd	1.8432604189235	nd	0.00108290997453532	nd
rnd-1_family-345	Unknown	Unknown	nd	327	327	33666	13.3173635121497	nd	1.8582192716687	nd	1.46392710746748	nd	0.000187995664339521	nd
rnd-4_family-711	Retro	Retro	nd	239	239	35673	15.5798090993188	nd	4.7569349367861	nd	7.08028789280437	nd	0.000199203033742759	nd
rnd-5_family-32	DNA	DNA	nd	417	417	48659	19.0270934462287	nd	6.07645903121821	nd	4.94377216958827	nd	0.00027171867852126	nd
rnd-6_family-3506	LTR	Gypsy	nd	84	84	61557	13.014732686783	nd	1.90833926279722	nd	0.690889582013765	nd	0.000343742918961204	nd
rnd-1_family-1006	LINE	L1	nd	27	27	3099	21.2427008712488	nd	0.53244917715392	nd	0.797550822846072	nd	1.73052505135203e-05	nd
rnd-1_family-1032	LTR	LTR	nd	202	202	26337	12.362866309755	nd	5.81516649580358	nd	5.2403014770098	nd	0.000147069500733974	nd
rnd-1_family-573	DNA	DNA	nd	3	3	84	12.3152380952381	nd	8.41559523809524	nd	6.75238095238094	nd	4.69067777714007e-07	nd
rnd-1_family-244	Retro	Retro	nd	248	248	16187	15.1235645888677	nd	1.75498115771917	nd	2.73129115957254	nd	9.03904775935313e-05	nd
rnd-1_family-178	LTR	LTR	nd	181	181	272133	23.002021548277	nd	1.15199035030751	nd	0.958825721246962	nd	0.00151962882800769	nd
rnd-1_family-246	DNA	DNA	nd	83	83	7283	15.6978731292054	nd	2.07233832212002	nd	4.12342303995601	nd	4.06692931558466e-05	nd
rnd-5_family-3864	SINE?	SINE?	nd	114	114	7357	13.8492333831725	nd	0.23104662226451	nd	0.964745140682304	nd	4.10825195314518e-05	nd
rnd-1_family-802	DNA	hAT-Ac	nd	89	89	20315	9.60128771843478	nd	2.67736598572529	nd	3.25855722372636	nd	0.000113441808384048	nd
rnd-1_family-1117	Retro	Retro	nd	6	6	498	14.8458032128514	nd	0.848534136546191	nd	2.02242971887549	nd	2.78090182501876e-06	nd
rnd-1_family-1112	LTR	Copia	nd	151	151	47086	14.5878891814955	nd	1.74121309943499	nd	2.08244318905808	nd	0.000262934825969544	nd
rnd-5_family-309	DNA	DNA	nd	104	104	21112	7.86678192497184	nd	1.07112589996214	nd	1.83771693823436	nd	0.00011789236813212	nd
rnd-2_family-15	SINE	SINE	nd	382	382	41773	23.6146860412235	nd	3.92623153711745	nd	5.02558231393453	nd	0.000233266289029133	nd
rnd-1_family-1157	DNA	DNA	nd	152	152	10962	10.5641014413427	nd	0.738522167487709	nd	0.3747299762817	nd	6.12133449916779e-05	nd
rnd-6_family-1946	LTR	LTR	nd	178	178	11817	19.2764288736569	nd	7.6190987560291	nd	4.61318693407785	nd	6.59877848719812e-05	nd
rnd-5_family-1377	DNA	DNA	nd	443	443	46903	17.029631366864	nd	5.57425985544651	nd	3.98453297230481	nd	0.000261912928310953	nd
rnd-1_family-860	Retro	Retro	nd	203	203	22199	15.4569728366147	nd	0.971474390738301	nd	0.760307221045978	nd	0.000123962328541348	nd
rnd-4_family-1667	LTR	LTR	nd	728	728	102036	15.4701107452286	nd	4.02785448273207	nd	6.69740003528092	nd	0.000569783330557457	nd
rnd-3_family-53	LTR	LTR	nd	1273	1273	177640	18.0450905764471	nd	5.70908061247479	nd	5.03672697590488	nd	0.000991966667060907	nd
rnd-1_family-519	DNA	DNA	nd	577	577	47307	13.5065079163756	nd	1.9131851523026	nd	1.90255015114018	nd	0.000264168920956149	nd
rnd-1_family-1037	SINE	SINE	nd	30	30	1766	13.4934144960362	nd	1.16035673839184	nd	3.04839750849377	nd	9.86159161241591e-06	nd
rnd-5_family-1171	DNA	PIF-Harbinger	nd	91	91	35785	15.4928383400873	nd	3.22183624423666	nd	2.74409696800353	nd	0.000199828457446378	nd
rnd-1_family-486	LTR	LTR	nd	14	14	1143	20.2205599300087	nd	2.28846894138231	nd	2.57776902887136	nd	6.38267226103702e-06	nd
rnd-1_family-660	Retro	Retro	nd	217	217	110725	8.23579534883962	nd	1.4045476631293	nd	0.592736870625431	nd	0.000618303924849803	nd
rnd-5_family-1153	LINE	LINE	nd	182	182	32960	11.0799605582525	nd	3.05085133495182	nd	2.26113197815543	nd	0.000184053261350639	nd
rnd-5_family-3268	LTR	LTR	nd	87	87	12894	16.0752722196383	nd	4.24092988987125	nd	3.37715991934215	nd	7.20019038791001e-05	nd
rnd-1_family-523	LTR	LTR	nd	33	33	2236	21.8454516994629	nd	2.84165921288017	nd	2.23529516994639	nd	1.248613751153e-05	nd
rnd-5_family-1132	Retro	Retro	nd	210	210	51429	20.7800480273777	nd	3.0563785024014	nd	2.4566464446127	nd	0.000287186746905401	nd
rnd-5_family-4397	Unknown	Unknown	nd	677	677	114468	13.1981054093761	nd	5.51562515287955	nd	4.70953707586384	nd	0.00063920536165913	nd
rnd-1_family-656	LTR	Gypsy	nd	356	356	91033	5.57771687190393	nd	1.93095251172647	nd	3.92376303098981	nd	0.000508341035817133	nd
rnd-5_family-2636	nonLTR	nonLTR	nd	64	64	10604	11.4509402112412	nd	5.29235571482486	nd	1.11111278762729	nd	5.92142227961825e-05	nd
rnd-1_family-98	LTR	Gypsy	nd	375	375	291291	15.0446584343473	nd	3.56189954375645	nd	2.61873569729302	nd	0.00162660978616775	nd
rnd-1_family-557	LTR	Gypsy	nd	166	166	16897	24.3429058412761	nd	2.53341303189942	nd	3.16509557909689	nd	9.43552171432568e-05	nd
rnd-1_family-1017	DNA	PIF-Harbinger	nd	256	256	152267	17.461816480258	nd	1.88664812467544	nd	1.44180873071623	nd	0.000850280277490222	nd
rnd-1_family-631	Retro	Retro	nd	17	17	2108	20.013984819734	nd	2.79470113851991	nd	2.27935483870967	nd	1.17713675645372e-05	nd
rnd-1_family-1031	LTR	LTR	nd	29	29	3144	17.6532283715015	nd	2.86693066157762	nd	4.48760178117048	nd	1.755653682301e-05	nd
rnd-1_family-932	DNA	DNA	nd	72	72	3900	14.5961487179485	nd	0.59857692307692	nd	1.01092564102564	nd	2.1778146822436e-05	nd
rnd-5_family-2542	Retro	Retro	nd	260	260	66303	10.3907050962996	nd	2.73421594799616	nd	2.13332639548748	nd	0.000370245248402045	nd
rnd-1_family-349	Retro	Retro	nd	88	88	6713	15.2901132131678	nd	1.43602860122153	nd	4.11157902577089	nd	3.74863332356444e-05	nd
rnd-1_family-702	LTR	LTR	nd	260	260	162127	17.1710209897224	nd	1.68335169342479	nd	1.24359397262666	nd	0.00090533989996951	nd
rnd-6_family-2427	Unknown	Unknown	nd	1340	1340	152960	17.0075271966498	nd	4.19230197437245	nd	7.07610630230075	nd	0.000854150086656363	nd
rnd-6_family-9698	SINE	SINE	nd	111	111	6244	6.6749199231262	nd	0.890033632286989	nd	0.768342408712353	nd	3.48673714767412e-05	nd
rnd-1_family-550	LTR	Gypsy	nd	49	49	22592	18.9272468130297	nd	1.16078877478745	nd	0.9211782932012	nd	0.000126156895644224	nd
rnd-5_family-895	LINE	LINE	nd	167	167	38451	19.4285516631568	nd	2.76826948583834	nd	3.26887779251462	nd	0.000214715775248587	nd
rnd-4_family-2700	DNA	DNA	nd	276	276	56227	20.0504974478478	nd	3.8695297632807	nd	3.90040069717366	nd	0.000313979451637208	nd
rnd-6_family-3579	LINE	LINE	nd	154	154	30449	8.30393050674954	nd	2.35683175145281	nd	1.72640645012971	nd	0.000170031485281117	nd
rnd-1_family-507	DNA	DNA	nd	679	679	48006	14.903322917968	nd	1.12258405199355	nd	1.62610361204843	nd	0.000268072234963555	nd
rnd-1_family-683	nonLTR	nonLTR	nd	247	247	22923	15.2034685686869	nd	2.14731187017404	nd	1.99835143742098	nd	0.000128005246054026	nd
rnd-1_family-501	LTR	LTR	nd	514	514	110966	8.72902672890864	nd	2.34892192202991	nd	2.22374078546471	nd	0.000619649702640625	nd
rnd-1_family-48	SINE	tRNA-RTE	nd	187	187	8756	18.9012528551852	nd	4.40251941525823	nd	4.04908291457285	nd	4.88947316864743e-05	nd
rnd-1_family-893	DNA	DNA	nd	36	36	2898	18.303830227743	nd	1.16761214630781	nd	1.4032746721877	nd	1.61828383311332e-05	nd
rnd-1_family-1052	nonLTR	nonLTR	nd	46	46	7487	12.8053532790168	nd	4.31665286496585	nd	0.832899692800745	nd	4.18084577588663e-05	nd
rnd-6_family-1530	DNA	DNA	nd	176	176	19630	11.5437753438611	nd	2.96974528782469	nd	2.660124808966	nd	0.000109616672339595	nd
rnd-6_family-4167	LINE	L1	nd	163	163	105041	27.5861546443807	nd	3.93598090269716	nd	3.29464332974773	nd	0.000586563671891155	nd
rnd-1_family-207	DNA	DNA	nd	688	688	169874	9.01694173328535	nd	5.15090325770988	nd	1.58598025595405	nd	0.000948600234183205	nd
rnd-1_family-576	Retro	Retro	nd	29	29	5037	22.099114552314	nd	4.89540202501498	nd	7.8900734564224	nd	2.81273142422078e-05	nd
rnd-1_family-970	DNA	DNA	nd	41	41	3292	13.0107746051033	nd	0.948736330498186	nd	1.04731166464157	nd	1.83829895742204e-05	nd
rnd-1_family-326	LTR	Gypsy	nd	339	339	80280	12.4576864723471	nd	1.16065296462396	nd	1.02185886895895	nd	0.000448294776129529	nd
rnd-5_family-4275	DNA	DNA	nd	81	81	10785	20.6992155771889	nd	2.66973759851639	nd	5.21921928604529	nd	6.0224952174352e-05	nd
rnd-4_family-66	LINE	LINE	nd	264	264	52802	15.0523993409331	nd	2.12854816105422	nd	2.58270406423947	nd	0.00029485377141494	nd
rnd-1_family-1033	DNA	DNA	nd	120	120	6182	10.5542284050465	nd	0.863468133290203	nd	1.68052248463283	nd	3.45211547836666e-05	nd
rnd-5_family-2791	LTR	Copia	nd	199	199	19051	14.9345309957488	nd	4.13729305548288	nd	2.39877801690197	nd	0.000106383455157495	nd
rnd-4_family-1800	DNA	DNA	nd	1051	1051	98697	14.4097256248901	nd	3.13141594982657	nd	5.30134512700458	nd	0.000551137886393325	nd
rnd-6_family-65	Retro	Retro	nd	70	70	12066	16.2710575169908	nd	4.11360019890601	nd	6.42070114370937	nd	6.73782357844906e-05	nd
rnd-1_family-171	LTR	Gypsy	nd	563	563	290598	13.9368188356447	nd	5.720852621146	nd	3.77369944045998	nd	0.00162273997700161	nd
rnd-6_family-4008	LTR	Gypsy	nd	187	187	89110	17.0886753450801	nd	1.52205139714874	nd	1.0917599596005	nd	0.000497602734191609	nd
rnd-1_family-267	DNA	hAT-Ac	nd	842	842	163194	16.7873853818183	nd	2.47860846599713	nd	3.01089684669732	nd	0.000911298177574519	nd
rnd-6_family-506	LTR	Gypsy	nd	255	255	87144	13.6078379463882	nd	7.00255301569497	nd	7.33207312035504	nd	0.000486624314537017	nd
rnd-1_family-251	LTR	Gypsy	nd	858	858	681683	11.3158762210623	nd	1.20060416645409	nd	0.707425665595276	nd	0.00380661345137402	nd
rnd-6_family-610	DNA	DNA	nd	146	146	41549	12.8448198512608	nd	6.47677320753783	nd	4.44864545476348	nd	0.000232015441621896	nd
rnd-1_family-876	DNA	DNA	nd	305	305	23484	15.5950323624604	nd	1.51295137114633	nd	1.90235777550666	nd	0.00013113794871233	nd
rnd-1_family-1003	LTR	LTR	nd	290	290	151350	8.49378916418985	nd	1.32414509415285	nd	1.84222979848006	nd	0.000845159620916845	nd
rnd-6_family-380	LINE	RTE-BovB	nd	1209	1209	160941	21.9640439664193	nd	6.96092282265044	nd	5.37767921163782	nd	0.000898717109679405	nd
rnd-1_family-643	DNA	DNA	nd	101	101	21362	3.95074899354046	nd	0.867568579720999	nd	0.852711356614548	nd	0.000119288403184841	nd
rnd-5_family-571	SINE	SINE	nd	360	360	25399	19.2759931493373	nd	5.61138233788723	nd	6.54772471357142	nd	0.000141831577216167	nd
rnd-1_family-477	DNA	DNA	nd	395	395	33534	16.936939225861	nd	2.9709116120951	nd	2.25752370728225	nd	0.000187258557831685	nd
rnd-6_family-755	SINE	SINE	nd	231	231	30630	18.5852559582096	nd	2.69412275546828	nd	2.46241723800192	nd	0.000171042214659286	nd
rnd-1_family-629	LTR	LTR	nd	187	187	43943	11.2683082629751	nd	2.97194001319853	nd	5.57775413604147	nd	0.000245383873286745	nd
rnd-1_family-471	LINE	LINE	nd	287	287	77727	22.6836504689502	nd	9.54431819059272	nd	9.23414231862738	nd	0.00043403846617115	nd
rnd-5_family-969	DNA	DNA	nd	620	620	158828	17.4038860906167	nd	3.34454907195262	nd	2.84447572216544	nd	0.000886917821413813	nd
rnd-1_family-1093	LTR	Gypsy	nd	167	167	36999	22.0636217195033	nd	1.19867915349056	nd	0.556562339522753	nd	0.000206607603662387	nd
rnd-5_family-3442	LTR	LTR	nd	402	402	37239	14.3350186632295	nd	3.39288595289877	nd	2.27615591181283	nd	0.000207947797312999	nd
rnd-1_family-588	DNA	DNA	nd	5	5	269	19.2623048327137	nd	12.8311895910781	nd	2.26520446096655	nd	1.502133716727e-06	nd
rnd-5_family-962	LINE	LINE	nd	177	177	87269	12.6298608898909	nd	1.81289598826675	nd	1.24259003769956	nd	0.000487322332063377	nd
rnd-1_family-968	LTR	Gypsy	nd	317	317	146218	22.6238889192948	nd	2.4796507269964	nd	1.70722031487168	nd	0.000816501813354603	nd
rnd-1_family-82	DNA	CMC-EnSpm	nd	715	715	42676	12.1770683756674	nd	1.18290420845444	nd	0.6643984909551	nd	0.000238308767639559	nd
rnd-5_family-154	Unknown	Unknown	nd	295	295	41552	17.7040024547572	nd	6.09473238351963	nd	4.39529072006163	nd	0.000232032194042529	nd
rnd-1_family-269	Retro	Retro	nd	18	18	6245	10.7098126501199	nd	1.47194235388313	nd	0.5881361088871	nd	3.48729556169521e-05	nd
rnd-1_family-982	DNA	DNA	nd	257	257	53572	10.5647704024488	nd	2.16507615918726	nd	2.36294818188589	nd	0.000299153559377319	nd
rnd-1_family-364	DNA	DNA	nd	19	19	628	17.7416401273885	nd	2.03335987261147	nd	1.70957006369426	nd	3.50684005243329e-06	nd
rnd-1_family-467	LTR	Copia	nd	225	225	47566	14.6123815330288	nd	3.22274292561926	nd	3.90012109489954	nd	0.000265615213270767	nd
rnd-1_family-152	LINE	LINE	nd	317	317	94346	9.85362378903065	nd	3.38636370381333	nd	6.403070294449	nd	0.000526841292335782	nd
rnd-1_family-676	LTR	LTR	nd	71	71	13016	19.8581799323912	nd	2.55271435156738	nd	1.65094345421009	nd	7.26831689848276e-05	nd
rnd-1_family-329	DNA	DNA	nd	9	9	1623	13.1101848428839	nd	3.43479359211328	nd	2.97716574245226	nd	9.06305956225992e-06	nd
rnd-1_family-257	DNA	DNA	nd	57	57	3904	16.5044569672133	nd	8.75119620901647	nd	4.96984118852462	nd	2.18004833832796e-05	nd
rnd-1_family-131	Retro	Retro	nd	2	2	69	12.6136231884058	nd	0	nd	1.0804347826087	nd	3.85305674550791e-07	nd
rnd-2_family-86	DNA	DNA	nd	890	890	75785	20.4547179521017	nd	7.90642422643108	nd	4.24585234545094	nd	0.000423194065881619	nd
rnd-5_family-3645	SINE	SINE	nd	194	194	24271	22.1536916484712	nd	5.43117218079226	nd	3.56276832433779	nd	0.000135532667058294	nd
rnd-1_family-981	LINE	LINE	nd	217	217	45740	14.2454901617821	nd	5.02303498032389	nd	1.54073130738991	nd	0.000255418573245699	nd
rnd-5_family-2116	DNA	DNA	nd	270	270	21075	11.0510827995261	nd	1.50249110320285	nd	0.25882230130486	nd	0.000117685754944318	nd
rnd-6_family-2065	Retro	Retro	nd	372	372	49465	13.1870356817955	nd	4.04591387849948	nd	4.26337309208477	nd	0.00027621949553123	nd
rnd-5_family-6484	LINE	LINE	nd	173	173	26680	13.167804347825	nd	4.84795614692713	nd	2.52719040479791	nd	0.000148984860826306	nd
rnd-5_family-999	LINE	LINE	nd	80	80	20076	18.8636436541173	nd	4.64799163179961	nd	4.31501892807318	nd	0.000112107198873648	nd
rnd-3_family-717	LTR	LTR	nd	1600	1600	259912	17.1893901012655	nd	2.59089380251691	nd	3.2834647880804	nd	0.00145138505049051	nd
rnd-1_family-978	LINE	LINE	nd	197	197	49843	16.1327895592155	nd	2.77197319583485	nd	2.70624741688926	nd	0.000278330300530943	nd
