bin_id	source_id	source_genome	source_length	bin_start	bin_stop	bin_length
bin763	S_Dublin_CT02021853_accessory_0229_length_777	S_Dublin_CT02021853	777	1	777	777
bin764	S_Typhimurium_ST313_AGEnt_accessory_0985_length_777	S_Typhimurium_ST313_AGEnt	777	1	777	777
bin765	S_Abortusovis_SR44_AGEnt_accessory_0358_length_776	S_Abortusovis_SR44	776	1	776	776
bin766	S_Newport_SL254_accessory_0293_length_50724	S_Newport_SL254	50724	42984	43757	774
bin767	S_ParatyphiB_SPB7_accessory_0094_length_1004	S_ParatyphiB_SPB7	1004	232	1004	773
bin768	S_Bongori_NCTC12419_accessory_0444_length_772	S_Bongori_NCTC12419	772	1	772	772
bin769	S_Heidelberg_SL476_accessory_0013_length_758	S_Heidelberg_SL476	758	1	758	758
bin770	S_Agona_SL483_accessory_0255_length_755	S_Agona_SL483	755	1	755	755
bin771	S_Typhi_Ty2_accessory_0213_length_44607	S_Typhi_Ty2	44607	24938	25691	754
bin772	S_Bongori_NCTC12419_accessory_0154_length_752	S_Bongori_NCTC12419	752	1	752	752
bin773	S_Schwarzengrund_CVM19633_accessory_0069_length_751	S_Schwarzengrund_CVM19633	751	1	751	751
bin774	S_Bongori_NCTC12419_accessory_0237_length_1012	S_Bongori_NCTC12419	1012	1	751	751
bin775	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	176473	144608	145356	749
bin776	S_Bongori_NCTC12419_accessory_0194_length_746	S_Bongori_NCTC12419	746	1	746	746
bin777	S_Enteritidis_P125109_accessory_0070_length_744	S_Enteritidis_P125109	744	1	744	744
bin778	S_Abortusovis_SR44_AGEnt_accessory_0127_length_743	S_Abortusovis_SR44	743	1	743	743
bin779	S_Dublin_CT02021853_accessory_0001_length_74551	S_Dublin_CT02021853	74551	27127	27862	736
bin780	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	9217	9952	736
bin781	S_Bongori_NCTC12419_accessory_0272_length_2586	S_Bongori_NCTC12419	2586	1	736	736
bin782	S_Typhimurium_ST313_AGEnt_accessory_0426_length_804	S_Typhimurium_ST313_AGEnt	804	1	734	734
bin783	S_Typhi_CT18_accessory_0034_length_58121	S_Typhi_CT18	58121	17602	18334	733
bin784	S_Typhimurium_LT2_accessory_0105_length_42710	S_Typhimurium_LT2	42710	13012	13744	733
bin785	S_Choleraesuis_SCB67_accessory_0387_length_6622	S_Choleraesuis_SCB67	6622	38	770	733
bin786	S_Newport_SL254_accessory_0148_length_732	S_Newport_SL254	732	1	732	732
bin787	S_Agona_SL483_accessory_0105_length_731	S_Agona_SL483	731	1	731	731
bin788	S_Bongori_NCTC12419_accessory_0378_length_731	S_Bongori_NCTC12419	731	1	731	731
bin789	S_Typhimurium_ST313_AGEnt_accessory_0067_length_5285	S_Typhimurium_ST313_AGEnt	5285	196	924	729
bin790	S_Schwarzengrund_CVM19633_accessory_0376_length_727	S_Schwarzengrund_CVM19633	727	1	727	727
bin791	S_Agona_SL483_accessory_0311_length_49668	S_Agona_SL483	49668	33936	34659	724
bin792	S_Gallinarum_28791_accessory_0079_length_722	S_Gallinarum_28791	722	1	722	722
bin793	S_Abortusovis_SR44_AGEnt_accessory_0089_length_721	S_Abortusovis_SR44	721	1	721	721
bin794	S_Choleraesuis_SCB67_accessory_0003_length_721	S_Choleraesuis_SCB67	721	1	721	721
bin795	S_Typhimurium_SL1344_accessory_0308_length_81547	S_Typhimurium_SL1344	81547	78952	79668	717
bin796	S_Heidelberg_SL476_accessory_0235_length_945	S_Heidelberg_SL476	945	1	714	714
bin797	S_Abortusovis_SR44_AGEnt_accessory_0543_length_711	S_Abortusovis_SR44	711	1	711	711
bin798	S_ParatyphiA_AKU12601_accessory_0296_length_84658	S_ParatyphiA_AKU12601	84658	40258	40968	711
bin799	S_Abortusovis_SR44_AGEnt_accessory_0595_length_710	S_Abortusovis_SR44	710	1	710	710
bin800	S_Bongori_NCTC12419_accessory_0370_length_708	S_Bongori_NCTC12419	708	1	708	708
bin801	S_Bongori_NCTC12419_accessory_0501_length_708	S_Bongori_NCTC12419	708	1	708	708
bin802	S_Choleraesuis_SCB67_accessory_0290_length_45205	S_Choleraesuis_SCB67	45205	25661	26368	708
bin803	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	63047	63750	704
bin804	S_Newport_SL254_accessory_0278_length_16186	S_Newport_SL254	16186	1	703	703
bin805	S_Bongori_NCTC12419_accessory_0315_length_699	S_Bongori_NCTC12419	699	1	699	699
bin806	S_ParatyphiA_AKU12601_accessory_0316_length_699	S_ParatyphiA_AKU12601	699	1	699	699
bin807	S_Abortusovis_SR44_AGEnt_accessory_0055_length_698	S_Abortusovis_SR44	698	1	698	698
bin808	S_Abortusovis_SR44_AGEnt_accessory_0088_length_6837	S_Abortusovis_SR44	6837	6141	6837	697
bin809	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	15803	16499	697
bin810	S_Agona_SL483_accessory_0283_length_1165	S_Agona_SL483	1165	469	1165	697
bin811	S_Heidelberg_SL476_accessory_0203_length_10669	S_Heidelberg_SL476	10669	2396	3091	696
bin812	S_Choleraesuis_SCB67_accessory_0134_length_50130	S_Choleraesuis_SCB67	50130	7353	8047	695
bin813	S_Choleraesuis_SCB67_accessory_0314_length_691	S_Choleraesuis_SCB67	691	1	691	691
bin814	S_ParatyphiB_SPB7_accessory_0081_length_42502	S_ParatyphiB_SPB7	42502	16010	16700	691
bin815	S_Bongori_NCTC12419_accessory_0240_length_690	S_Bongori_NCTC12419	690	1	690	690
bin816	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	33398	34087	690
bin817	S_Bongori_NCTC12419_accessory_0301_length_2276	S_Bongori_NCTC12419	2276	1590	2276	687
bin818	S_Typhimurium_SL1344_accessory_0297_length_51138	S_Typhimurium_SL1344	51138	39115	39793	679
bin819	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	1	678	678
bin820	S_Choleraesuis_SCB67_accessory_0555_length_675	S_Choleraesuis_SCB67	675	1	675	675
bin821	S_Schwarzengrund_CVM19633_accessory_0243_length_39849	S_Schwarzengrund_CVM19633	39849	24834	25507	674
bin822	S_Abortusovis_SR44_AGEnt_accessory_0114_length_2873	S_Abortusovis_SR44	2873	229	902	674
bin823	S_Abortusovis_SR44_AGEnt_accessory_0208_length_1088	S_Abortusovis_SR44	1088	1	668	668
bin824	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	4673	5336	664
bin825	S_Bongori_NCTC12419_accessory_0558_length_659	S_Bongori_NCTC12419	659	1	659	659
bin826	S_Abortusovis_SR44_AGEnt_accessory_0189_length_657	S_Abortusovis_SR44	657	1	657	657
bin827	S_Agona_SL483_accessory_0131_length_657	S_Agona_SL483	657	1	657	657
bin828	S_Bongori_NCTC12419_accessory_0457_length_654	S_Bongori_NCTC12419	654	1	654	654
bin829	S_Choleraesuis_SCB67_accessory_0451_length_652	S_Choleraesuis_SCB67	652	1	652	652
bin830	S_Typhi_CT18_accessory_0048_length_638	S_Typhi_CT18	638	1	638	638
bin831	S_Abortusovis_SR44_AGEnt_accessory_0306_length_637	S_Abortusovis_SR44	637	1	637	637
bin832	S_Dublin_CT02021853_accessory_0050_length_630	S_Dublin_CT02021853	630	1	630	630
bin833	S_Bongori_NCTC12419_accessory_0069_length_629	S_Bongori_NCTC12419	629	1	629	629
bin834	S_Bongori_NCTC12419_accessory_0318_length_624	S_Bongori_NCTC12419	624	1	624	624
bin835	S_Typhimurium_LT2_accessory_0105_length_42710	S_Typhimurium_LT2	42710	15663	16286	624
bin836	S_Bongori_NCTC12419_accessory_0234_length_1118	S_Bongori_NCTC12419	1118	1	613	613
bin837	S_Bongori_NCTC12419_accessory_0337_length_608	S_Bongori_NCTC12419	608	1	608	608
bin838	S_Typhimurium_ST313_AGEnt_accessory_0968_length_602	S_Typhimurium_ST313_AGEnt	602	1	602	602
bin839	S_Choleraesuis_SCB67_accessory_0531_length_601	S_Choleraesuis_SCB67	601	1	601	601
bin840	S_Newport_SL254_accessory_0293_length_50724	S_Newport_SL254	50724	32760	33358	599
bin841	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	14842	15436	595
bin842	S_Abortusovis_SR44_AGEnt_accessory_0581_length_594	S_Abortusovis_SR44	594	1	594	594
bin843	S_Newport_SL254_accessory_0007_length_3972	S_Newport_SL254	3972	673	1260	588
bin844	S_Dublin_CT02021853_accessory_0371_length_584	S_Dublin_CT02021853	584	1	584	584
bin845	S_Choleraesuis_SCB67_accessory_0012_length_580	S_Choleraesuis_SCB67	580	1	580	580
bin846	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	35535	36114	580
bin847	S_Bongori_NCTC12419_accessory_0433_length_5871	S_Bongori_NCTC12419	5871	3359	3937	579
bin848	S_Bongori_NCTC12419_accessory_0436_length_578	S_Bongori_NCTC12419	578	1	578	578
bin849	S_Bongori_NCTC12419_accessory_0402_length_4068	S_Bongori_NCTC12419	4068	3491	4068	578
bin850	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	45883	46460	578
bin851	S_Schwarzengrund_CVM19633_accessory_0390_length_2371	S_Schwarzengrund_CVM19633	2371	464	1039	576
bin852	S_ParatyphiA_AKU12601_accessory_0051_length_575	S_ParatyphiA_AKU12601	575	1	575	575
bin853	S_Schwarzengrund_CVM19633_accessory_0180_length_26502	S_Schwarzengrund_CVM19633	26502	13081	13655	575
bin854	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	17005	17578	574
bin855	S_Abortusovis_SR44_AGEnt_accessory_0211_length_952	S_Abortusovis_SR44	952	381	952	572
bin856	S_Bongori_NCTC12419_accessory_0416_length_4017	S_Bongori_NCTC12419	4017	3447	4017	571
bin857	S_Newport_SL254_accessory_0240_length_562	S_Newport_SL254	562	1	562	562
bin858	S_Choleraesuis_SCB67_accessory_0035_length_64066	S_Choleraesuis_SCB67	64066	11408	11968	561
bin859	S_Abortusovis_SR44_AGEnt_accessory_0066_length_556	S_Abortusovis_SR44	556	1	556	556
bin860	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	67449	68003	555
bin861	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	1	554	554
bin862	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	51115	51668	554
bin863	S_Agona_SL483_accessory_0161_length_553	S_Agona_SL483	553	1	553	553
bin864	S_Typhi_CT18_accessory_0218_length_55888	S_Typhi_CT18	55888	16059	16611	553
bin865	S_Abortusovis_SR44_AGEnt_accessory_0622_length_1121	S_Abortusovis_SR44	1121	278	830	553
bin866	S_Typhimurium_ST313_AGEnt_accessory_0183_length_3318	S_Typhimurium_ST313_AGEnt	3318	1	553	553
bin867	S_Heidelberg_SL476_accessory_0520_length_552	S_Heidelberg_SL476	552	1	552	552
bin868	S_Abortusovis_SR44_AGEnt_accessory_0024_length_10065	S_Abortusovis_SR44	10065	3215	3766	552
bin869	S_Choleraesuis_SCB67_accessory_0450_length_550	S_Choleraesuis_SCB67	550	1	550	550
bin870	S_Bongori_NCTC12419_accessory_0259_length_548	S_Bongori_NCTC12419	548	1	548	548
bin871	S_ParatyphiB_SPB7_accessory_0147_length_23181	S_ParatyphiB_SPB7	23181	9838	10378	541
bin872	S_Dublin_CT02021853_accessory_0446_length_540	S_Dublin_CT02021853	540	1	540	540
bin873	S_Typhi_CT18_accessory_0218_length_55888	S_Typhi_CT18	55888	10692	11226	535
bin874	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	209040	205590	206122	533
bin875	S_Agona_SL483_accessory_0419_length_6088	S_Agona_SL483	6088	1077	1608	532
bin876	S_Bongori_NCTC12419_accessory_0193_length_530	S_Bongori_NCTC12419	530	1	530	530
bin877	S_Bongori_NCTC12419_accessory_0478_length_627	S_Bongori_NCTC12419	627	1	530	530
bin878	S_ParatyphiC_RKS4594_accessory_0182_length_17162	S_ParatyphiC_RKS4594	17162	2032	2560	529
bin879	S_ParatyphiB_SPB7_accessory_0081_length_42502	S_ParatyphiB_SPB7	42502	4612	5139	528
bin880	S_Typhimurium_ST313_AGEnt_accessory_0386_length_975	S_Typhimurium_ST313_AGEnt	975	450	975	526
bin881	S_Bongori_NCTC12419_accessory_0276_length_523	S_Bongori_NCTC12419	523	1	523	523
bin882	S_ParatyphiB_SPB7_accessory_0147_length_23181	S_ParatyphiB_SPB7	23181	9092	9614	523
bin883	S_Abortusovis_SR44_AGEnt_accessory_0043_length_521	S_Abortusovis_SR44	521	1	521	521
bin884	S_Typhi_CT18_accessory_0537_length_11373	S_Typhi_CT18	11373	2976	3495	520
bin885	S_Typhimurium_LT2_accessory_0295_length_48444	S_Typhimurium_LT2	48444	37344	37863	520
bin886	S_Schwarzengrund_CVM19633_accessory_0397_length_518	S_Schwarzengrund_CVM19633	518	1	518	518
bin887	S_Schwarzengrund_CVM19633_accessory_0499_length_40147	S_Schwarzengrund_CVM19633	40147	29374	29891	518
bin888	S_ParatyphiA_AKU12601_accessory_0263_length_517	S_ParatyphiA_AKU12601	517	1	517	517
bin889	S_Choleraesuis_SCB67_accessory_0035_length_64066	S_Choleraesuis_SCB67	64066	19959	20475	517
bin890	S_Typhimurium_LT2_accessory_0105_length_42710	S_Typhimurium_LT2	42710	35949	36465	517
bin891	S_Bongori_NCTC12419_accessory_0408_length_516	S_Bongori_NCTC12419	516	1	516	516
bin892	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	25657	26171	515
bin893	S_Agona_SL483_accessory_0452_length_514	S_Agona_SL483	514	1	514	514
bin894	S_Schwarzengrund_CVM19633_accessory_0032_length_54792	S_Schwarzengrund_CVM19633	54792	50484	50997	514
bin895	S_Heidelberg_SL476_accessory_0361_length_30103	S_Heidelberg_SL476	30103	1	512	512
bin896	S_Choleraesuis_SCB67_accessory_0405_length_1843	S_Choleraesuis_SCB67	1843	1333	1843	511
bin897	S_Abortusovis_SR44_AGEnt_accessory_0024_length_10065	S_Abortusovis_SR44	10065	2466	2972	507
bin898	S_Agona_SL483_accessory_0032_length_19541	S_Agona_SL483	19541	4381	4887	507
bin899	S_Bongori_NCTC12419_accessory_0331_length_3001	S_Bongori_NCTC12419	3001	2501	3001	501
bin900	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	39171	39670	500
bin901	S_Typhimurium_ST313_AGEnt_accessory_0886_length_9164	S_Typhimurium_ST313_AGEnt	9164	3820	4317	498
bin902	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	82112	82609	498
bin903	S_Bongori_NCTC12419_accessory_0362_length_490	S_Bongori_NCTC12419	490	1	490	490
bin904	S_Dublin_CT02021853_accessory_0227_length_489	S_Dublin_CT02021853	489	1	489	489
bin905	S_Bongori_NCTC12419_accessory_0543_length_487	S_Bongori_NCTC12419	487	1	487	487
bin906	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	77550	78035	486
bin907	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	7049	7532	484
bin908	S_Bongori_NCTC12419_accessory_0171_length_482	S_Bongori_NCTC12419	482	1	482	482
bin909	S_Bongori_NCTC12419_accessory_0397_length_481	S_Bongori_NCTC12419	481	1	481	481
bin910	S_ParatyphiC_RKS4594_accessory_0108_length_45520	S_ParatyphiC_RKS4594	45520	15798	16276	479
bin911	S_ParatyphiB_SPB7_accessory_0081_length_42502	S_ParatyphiB_SPB7	42502	15040	15516	477
bin912	S_Abortusovis_SR44_AGEnt_accessory_0113_length_6048	S_Abortusovis_SR44	6048	2013	2486	474
bin913	S_Schwarzengrund_CVM19633_accessory_0165_length_473	S_Schwarzengrund_CVM19633	473	1	473	473
bin914	S_Schwarzengrund_CVM19633_accessory_0361_length_472	S_Schwarzengrund_CVM19633	472	1	472	472
bin915	S_Schwarzengrund_CVM19633_accessory_0326_length_16132	S_Schwarzengrund_CVM19633	16132	6744	7210	467
bin916	S_Abortusovis_SR44_AGEnt_accessory_0039_length_465	S_Abortusovis_SR44	465	1	465	465
bin917	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	2098	2562	465
bin918	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	34067	34530	464
bin919	S_Abortusovis_SR44_AGEnt_accessory_0007_length_463	S_Abortusovis_SR44	463	1	463	463
bin920	S_Agona_SL483_accessory_0241_length_31259	S_Agona_SL483	31259	5279	5740	462
bin921	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	138742	67815	68276	462
bin922	S_Typhimurium_SL1344_accessory_0308_length_81547	S_Typhimurium_SL1344	81547	28991	29447	457
bin923	S_Schwarzengrund_CVM19633_accessory_0327_length_3094	S_Schwarzengrund_CVM19633	3094	1555	2010	456
bin924	S_ParatyphiB_SPB7_accessory_0038_length_24419	S_ParatyphiB_SPB7	24419	20138	20591	454
bin925	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	55292	55741	450
bin926	S_Schwarzengrund_CVM19633_accessory_0201_length_447	S_Schwarzengrund_CVM19633	447	1	447	447
bin927	S_Bongori_NCTC12419_accessory_0307_length_445	S_Bongori_NCTC12419	445	1	445	445
bin928	S_Bongori_NCTC12419_accessory_0544_length_444	S_Bongori_NCTC12419	444	1	444	444
bin929	S_Heidelberg_SL476_accessory_0164_length_442	S_Heidelberg_SL476	442	1	442	442
bin930	S_Choleraesuis_SCB67_accessory_0408_length_6102	S_Choleraesuis_SCB67	6102	1195	1634	440
bin931	S_Bongori_NCTC12419_accessory_0381_length_439	S_Bongori_NCTC12419	439	1	439	439
bin932	S_ParatyphiB_SPB7_accessory_0540_length_11438	S_ParatyphiB_SPB7	11438	3623	4060	438
bin933	S_Typhimurium_ST313_AGEnt_accessory_0474_length_437	S_Typhimurium_ST313_AGEnt	437	1	437	437
bin934	S_Typhimurium_SL1344_accessory_0240_length_43505	S_Typhimurium_SL1344	43505	40157	40589	433
bin935	S_Typhimurium_ST313_AGEnt_accessory_0207_length_432	S_Typhimurium_ST313_AGEnt	432	1	432	432
bin936	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	45029	35264	35692	429
bin937	S_Bongori_NCTC12419_accessory_0497_length_427	S_Bongori_NCTC12419	427	1	427	427
bin938	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	209040	86898	87324	427
bin939	S_Bongori_NCTC12419_accessory_0301_length_2276	S_Bongori_NCTC12419	2276	146	572	427
bin940	S_Abortusovis_SR44_AGEnt_accessory_0501_length_425	S_Abortusovis_SR44	425	1	425	425
bin941	S_Typhi_CT18_accessory_0537_length_11373	S_Typhi_CT18	11373	3640	4064	425
bin942	S_Bongori_NCTC12419_accessory_0399_length_424	S_Bongori_NCTC12419	424	1	424	424
bin943	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	176473	19913	20333	421
bin944	S_Abortusovis_SR44_AGEnt_accessory_0392_length_16752	S_Abortusovis_SR44	16752	16336	16752	417
bin945	S_Bongori_NCTC12419_accessory_0555_length_414	S_Bongori_NCTC12419	414	1	414	414
bin946	S_Bongori_NCTC12419_accessory_0359_length_33477	S_Bongori_NCTC12419	33477	1	412	412
bin947	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	53846	54257	412
bin948	S_Bongori_NCTC12419_accessory_0414_length_407	S_Bongori_NCTC12419	407	1	407	407
bin949	S_Bongori_NCTC12419_accessory_0511_length_407	S_Bongori_NCTC12419	407	1	407	407
bin950	S_ParatyphiA_AKU12601_accessory_0167_length_406	S_ParatyphiA_AKU12601	406	1	406	406
bin951	S_ParatyphiB_SPB7_accessory_0310_length_37045	S_ParatyphiB_SPB7	37045	10086	10488	403
bin952	S_Typhimurium_SL1344_accessory_0240_length_43505	S_Typhimurium_SL1344	43505	36746	37147	402
bin953	S_Agona_SL483_accessory_0442_length_401	S_Agona_SL483	401	1	401	401
bin954	S_Newport_SL254_accessory_0423_length_400	S_Newport_SL254	400	1	400	400
bin955	S_Typhimurium_LT2_accessory_0295_length_48444	S_Typhimurium_LT2	48444	36572	36971	400
bin956	S_Schwarzengrund_CVM19633_accessory_0032_length_54792	S_Schwarzengrund_CVM19633	54792	33585	33984	400
bin957	S_Newport_SL254_accessory_0233_length_1087	S_Newport_SL254	1087	427	826	400
bin958	S_Typhimurium_ST313_AGEnt_accessory_0621_length_395	S_Typhimurium_ST313_AGEnt	395	1	395	395
bin959	S_Bongori_NCTC12419_accessory_0475_length_9191	S_Bongori_NCTC12419	9191	1	395	395
bin960	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	3998	4392	395
bin961	S_ParatyphiA_AKU12601_accessory_0116_length_393	S_ParatyphiA_AKU12601	393	1	393	393
bin962	S_Abortusovis_SR44_AGEnt_accessory_0554_length_391	S_Abortusovis_SR44	391	1	391	391
bin963	S_Abortusovis_SR44_AGEnt_accessory_0056_length_942	S_Abortusovis_SR44	942	337	727	391
bin964	S_Typhi_CT18_accessory_0218_length_55888	S_Typhi_CT18	55888	34138	34527	390
bin965	S_Gallinarum_28791_accessory_0270_length_386	S_Gallinarum_28791	386	1	386	386
bin966	S_Schwarzengrund_CVM19633_accessory_0243_length_39849	S_Schwarzengrund_CVM19633	39849	1	386	386
bin967	S_Bongori_NCTC12419_accessory_0166_length_384	S_Bongori_NCTC12419	384	1	384	384
bin968	S_ParatyphiB_SPB7_accessory_0115_length_384	S_ParatyphiB_SPB7	384	1	384	384
bin969	S_Typhimurium_ST313_AGEnt_accessory_0517_length_423	S_Typhimurium_ST313_AGEnt	423	1	384	384
bin970	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	10108	10490	383
bin971	S_ParatyphiA_AKU12601_accessory_0526_length_543	S_ParatyphiA_AKU12601	543	1	382	382
bin972	S_Bongori_NCTC12419_accessory_0215_length_381	S_Bongori_NCTC12419	381	1	381	381
bin973	S_Agona_SL483_accessory_0396_length_378	S_Agona_SL483	378	1	378	378
bin974	S_Typhimurium_LT2_accessory_0306_length_70160	S_Typhimurium_LT2	70160	15136	15513	378
bin975	S_Agona_SL483_accessory_0321_length_377	S_Agona_SL483	377	1	377	377
bin976	S_Typhimurium_SL1344_accessory_0302_length_10908	S_Typhimurium_SL1344	10908	3695	4071	377
bin977	S_Choleraesuis_SCB67_accessory_0119_length_374	S_Choleraesuis_SCB67	374	1	374	374
bin978	S_ParatyphiA_AKU12601_accessory_0087_length_494	S_ParatyphiA_AKU12601	494	1	374	374
bin979	S_Abortusovis_SR44_AGEnt_accessory_0494_length_373	S_Abortusovis_SR44	373	1	373	373
bin980	S_Typhimurium_ST313_AGEnt_accessory_0594_length_373	S_Typhimurium_ST313_AGEnt	373	1	373	373
bin981	S_Heidelberg_SL476_accessory_0181_length_27154	S_Heidelberg_SL476	27154	19282	19654	373
bin982	S_Bongori_NCTC12419_accessory_0127_length_372	S_Bongori_NCTC12419	372	1	372	372
bin983	S_Bongori_NCTC12419_accessory_0374_length_372	S_Bongori_NCTC12419	372	1	372	372
bin984	S_Bongori_NCTC12419_accessory_0348_length_370	S_Bongori_NCTC12419	370	1	370	370
bin985	S_Abortusovis_SR44_AGEnt_accessory_0204_length_369	S_Abortusovis_SR44	369	1	369	369
bin986	S_Choleraesuis_SCB67_accessory_0134_length_50130	S_Choleraesuis_SCB67	50130	4889	5257	369
bin987	S_Typhi_CT18_accessory_0209_length_2601	S_Typhi_CT18	2601	2233	2601	369
bin988	S_Bongori_NCTC12419_accessory_0086_length_641	S_Bongori_NCTC12419	641	274	641	368
bin989	S_Abortusovis_SR44_AGEnt_accessory_0033_length_366	S_Abortusovis_SR44	366	1	366	366
bin990	S_Agona_SL483_accessory_0217_length_6498	S_Agona_SL483	6498	4615	4980	366
bin991	S_Abortusovis_SR44_AGEnt_accessory_0311_length_365	S_Abortusovis_SR44	365	1	365	365
bin992	S_Choleraesuis_SCB67_accessory_0416_length_365	S_Choleraesuis_SCB67	365	1	365	365
bin993	S_Typhimurium_SL1344_accessory_0240_length_43505	S_Typhimurium_SL1344	43505	33224	33588	365
bin994	S_Gall_Pullorum_RKS5078_accessory_0173_length_61186	S_Gall_Pullorum_RKS5078	61186	9074	9437	364
bin995	S_ParatyphiA_AKU12601_accessory_0093_length_1004	S_ParatyphiA_AKU12601	1004	265	625	361
bin996	S_Bongori_NCTC12419_accessory_0061_length_359	S_Bongori_NCTC12419	359	1	359	359
bin997	S_Bongori_NCTC12419_accessory_0124_length_2010	S_Bongori_NCTC12419	2010	1326	1679	354
bin998	S_Bongori_NCTC12419_accessory_0130_length_353	S_Bongori_NCTC12419	353	1	353	353
bin999	S_Bongori_NCTC12419_accessory_0274_length_353	S_Bongori_NCTC12419	353	1	353	353
bin1000	S_Heidelberg_SL476_accessory_0361_length_30103	S_Heidelberg_SL476	30103	24645	24995	351
bin1001	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	8036	8386	351
bin1002	S_Abortusovis_SR44_AGEnt_accessory_0285_length_349	S_Abortusovis_SR44	349	1	349	349
bin1003	S_ParatyphiB_SPB7_accessory_0145_length_346	S_ParatyphiB_SPB7	346	1	346	346
bin1004	S_Agona_SL483_accessory_0123_length_345	S_Agona_SL483	345	1	345	345
bin1005	S_Typhimurium_ST313_AGEnt_accessory_0243_length_344	S_Typhimurium_ST313_AGEnt	344	1	344	344
bin1006	S_Agona_SL483_accessory_0125_length_41322	S_Agona_SL483	41322	31405	31748	344
bin1007	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	45029	42517	42860	344
bin1008	S_Bongori_NCTC12419_accessory_0090_length_341	S_Bongori_NCTC12419	341	1	341	341
bin1009	S_Bongori_NCTC12419_accessory_0306_length_339	S_Bongori_NCTC12419	339	1	339	339
bin1010	S_Dublin_CT02021853_accessory_0303_length_339	S_Dublin_CT02021853	339	1	339	339
bin1011	S_Bongori_NCTC12419_accessory_0435_length_335	S_Bongori_NCTC12419	335	1	335	335
bin1012	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	1400	1734	335
bin1013	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	151	484	334
bin1014	S_Schwarzengrund_CVM19633_accessory_0499_length_40147	S_Schwarzengrund_CVM19633	40147	2320	2652	333
bin1015	S_Abortusovis_SR44_AGEnt_accessory_0233_length_14260	S_Abortusovis_SR44	14260	13186	13515	330
bin1016	S_Bongori_NCTC12419_accessory_0188_length_326	S_Bongori_NCTC12419	326	1	326	326
bin1017	S_Bongori_NCTC12419_accessory_0285_length_1675	S_Bongori_NCTC12419	1675	1351	1675	325
bin1018	S_Abortusovis_SR44_AGEnt_accessory_0518_length_324	S_Abortusovis_SR44	324	1	324	324
bin1019	S_Abortusovis_SR44_AGEnt_accessory_0171_length_323	S_Abortusovis_SR44	323	1	323	323
bin1020	S_Enteritidis_P125109_accessory_0083_length_402	S_Enteritidis_P125109	402	80	402	323
bin1021	S_Bongori_NCTC12419_accessory_0135_length_322	S_Bongori_NCTC12419	322	1	322	322
